1000 7999
770 883 38
408 14 44
955 995 69
44 293 45
537 505 93
49 132 44
769 963 1
284 629 17
760 833 69
56 840 68
234 426 62
455 232 72
908 307 91
736 342 37
417 969 41
558 107 15
414 656 57
759 509 55
781 859 38
57 792 6
14 23 64
623 839 84
594 948 91
831 747 56
467 648 55
106 319 52
385 529 55
8 734 44
512 745 70
849 684 50
665 823 37
217 377 50
689 35 23
961 651 31
55 338 2
611 901 44
371 504 65
738 434 36
729 532 98
417 871 41
2 35 53
932 111 87
833 255 55
12 833 53
820 260 88
687 87 57
972 880 77
365 995 67
588 295 94
342 779 51
369 857 15
566 328 11
730 624 24
929 757 91
934 266 14
805 181 3
677 741 35
413 713 27
653 795 32
783 764 6
403 864 73
169 855 82
702 122 68
908 79 49
80 392 7
238 318 75
854 885 33
133 112 83
155 219 97
92 67 90
637 877 18
759 36 78
671 466 54
220 479 48
669 534 4
411 607 63
502 441 24
918 711 63
885 158 39
724 35 51
232 465 75
721 876 17
509 760 7
659 481 57
489 156 86
289 340 11
364 452 11
163 490 70
529 101 3
746 889 38
109 999 52
644 583 76
502 569 29
567 966 26
647 434 48
367 411 2
37 878 8
558 905 34
532 616 46
213 314 19
693 94 21
522 978 63
25 432 18
59 882 54
85 265 84
61 818 1
819 309 66
910 344 99
764 253 94
210 584 28
562 942 75
672 854 53
111 130 84
683 117 88
798 502 95
173 760 24
593 462 62
941 687 1
768 816 85
204 149 33
419 474 10
437 548 35
36 7 79
365 745 56
627 895 65
670 541 14
642 985 28
731 840 19
154 89 44
458 466 36
59 480 56
159 576 46
102 455 24
465 853 72
544 740 73
873 173 87
142 132 75
66 918 56
766 134 76
403 511 96
460 933 87
196 271 51
486 612 46
748 393 91
301 662 1
121 481 17
256 381 59
70 967 98
933 267 91
39 196 32
486 538 80
693 434 64
959 321 100
235 276 63
919 161 40
173 880 1
833 864 33
196 895 42
466 166 44
415 292 58
300 926 33
8 516 91
274 54 52
759 372 72
241 120 22
302 926 76
968 626 19
421 441 39
223 599 15
704 919 5
875 62 60
37 456 74
506 44 78
683 143 91
532 229 39
6 335 75
742 426 30
694 413 8
6 731 26
396 451 53
890 471 22
869 613 87
387 253 72
842 486 35
376 119 53
248 559 33
937 231 21
480 190 76
833 566 74
467 65 27
410 210 17
405 520 4
446 615 1
947 956 97
459 465 30
121 75 11
218 685 72
507 18 14
940 272 65
18 832 48
628 630 36
234 255 97
222 290 96
761 991 74
568 55 76
562 342 63
290 324 18
279 333 31
774 545 71
167 691 4
205 266 46
322 217 61
218 310 90
889 695 88
793 717 90
215 125 58
715 279 73
598 913 27
559 838 12
787 433 35
265 309 28
152 927 23
192 755 93
670 418 47
720 948 78
634 180 62
658 354 2
605 404 74
493 941 48
560 186 41
164 153 39
680 629 2
388 468 60
17 236 57
73 296 59
372 354 36
373 126 4
523 982 32
518 326 60
744 494 37
511 929 50
224 935 93
132 963 37
555 259 48
40 565 74
767 482 92
860 493 48
899 732 86
572 330 54
528 171 74
812 218 94
263 149 12
79 468 55
689 334 53
638 2 3
826 122 51
596 819 63
668 275 74
135 359 7
864 234 42
16 3 1
265 806 49
616 553 29
603 290 30
451 657 83
755 615 26
665 401 67
768 628 71
570 750 35
709 191 78
841 231 38
514 546 22
564 638 44
78 343 45
433 859 91
14 197 26
492 206 53
974 274 31
711 861 15
323 214 69
637 247 78
693 986 51
566 905 28
317 54 29
243 602 76
479 423 92
491 923 16
766 618 24
125 201 95
773 788 37
699 666 11
600 406 34
216 255 69
819 931 40
601 244 42
218 227 74
6 821 46
265 272 62
748 503 8
614 476 69
245 841 5
121 131 81
181 847 59
845 611 35
132 331 86
749 903 54
926 705 52
543 537 66
768 646 18
690 760 2
407 923 92
9 986 5
853 769 38
564 200 25
259 709 3
588 728 30
736 328 46
759 562 2
393 537 72
823 918 93
296 404 8
240 791 87
589 378 63
289 670 74
540 963 99
782 629 1
175 894 61
81 15 51
841 897 72
223 607 25
316 116 26
980 791 85
538 661 63
440 752 62
968 339 30
770 493 82
765 251 45
483 800 42
627 358 66
184 967 28
709 437 72
940 666 43
108 665 29
738 905 84
248 515 95
817 616 84
647 160 49
207 745 51
332 319 94
55 827 76
422 697 20
505 145 94
483 329 42
454 577 27
719 767 23
456 464 82
925 344 48
635 176 40
877 866 47
843 577 29
717 470 25
562 80 54
938 351 25
898 156 53
796 551 91
429 333 37
722 856 21
866 834 95
187 446 99
461 114 58
371 113 88
622 515 87
701 139 52
802 850 98
119 800 81
655 588 87
769 109 6
489 336 99
723 791 41
9 12 30
222 449 48
915 679 37
74 369 91
665 253 44
599 13 87
253 348 45
330 453 88
862 600 96
214 331 39
880 839 36
872 179 69
443 656 30
694 316 16
862 210 67
327 393 23
214 920 22
513 760 6
975 89 26
715 305 16
793 16 30
721 753 43
934 569 20
124 619 46
202 474 34
620 987 39
53 497 56
665 843 72
477 903 68
241 960 93
36 676 74
390 284 53
800 889 27
409 887 42
284 50 72
477 384 59
514 358 60
49 121 91
813 393 27
311 144 50
115 739 42
359 727 36
244 772 4
342 121 49
712 104 85
528 634 52
335 991 66
988 703 95
516 823 48
393 80 55
625 938 81
640 875 98
715 768 23
125 943 97
619 399 5
511 14 34
849 172 98
967 707 41
643 473 90
460 1 73
344 907 67
35 730 8
597 555 10
860 933 65
551 804 48
927 56 29
255 144 45
560 61 69
758 810 71
488 109 6
835 861 74
815 316 79
167 966 86
131 138 17
262 473 99
271 88 80
854 228 48
547 219 60
229 589 30
385 653 85
66 590 39
353 502 31
942 517 66
678 365 9
604 287 9
228 994 81
859 619 70
34 541 9
221 245 81
5 156 78
755 491 81
411 763 72
813 399 2
30 28 33
3 623 15
38 851 85
246 222 30
775 117 85
481 632 72
159 241 79
392 371 30
742 90 70
281 215 7
682 928 36
302 142 99
114 340 30
600 847 82
683 856 21
478 654 98
83 321 88
13 655 17
151 822 58
278 826 8
913 495 34
439 1 82
637 797 33
138 194 76
87 854 67
922 969 38
413 706 18
218 347 86
51 267 94
842 131 39
675 165 51
465 261 77
187 929 43
913 173 15
400 322 38
810 563 2
414 468 18
365 534 93
237 807 96
100 279 68
550 246 30
346 841 10
997 816 56
196 303 20
342 995 94
311 425 61
646 614 85
466 545 33
605 296 92
508 489 5
948 494 53
388 398 13
142 566 92
209 551 97
810 125 64
79 518 51
386 349 92
345 118 48
533 416 57
293 568 62
916 540 39
37 790 59
16 922 99
232 931 48
56 278 63
564 930 10
142 710 79
573 798 88
240 103 92
767 964 70
839 700 66
109 985 60
612 980 43
243 632 49
170 992 20
974 15 82
277 833 91
600 611 53
787 325 33
199 401 62
500 37 96
886 503 23
570 769 43
72 951 54
76 400 77
950 845 60
441 633 8
400 533 92
378 13 60
886 46 35
735 413 96
808 264 76
366 155 46
30 623 53
581 990 84
766 916 98
65 166 25
527 296 38
548 827 25
805 476 6
210 763 80
979 809 29
761 627 4
320 629 96
101 833 80
480 336 74
839 660 23
310 992 76
25 291 32
989 970 89
856 442 27
800 170 54
5 355 71
670 925 47
135 915 91
494 473 50
439 929 94
188 990 54
349 750 70
840 797 34
835 305 30
213 69 14
270 996 34
849 24 17
60 492 56
194 75 70
215 742 10
598 805 29
793 885 60
431 468 97
647 469 18
573 729 75
958 540 28
845 38 33
431 817 82
369 824 7
876 496 54
875 485 86
183 361 65
595 606 79
15 157 73
596 425 1
918 688 52
843 854 61
729 270 97
454 976 26
763 103 98
355 85 38
661 271 71
315 936 6
605 929 57
607 46 15
257 455 98
550 472 80
988 660 25
553 754 52
726 645 65
18 894 45
102 680 52
356 567 97
1000 162 16
977 688 37
234 312 61
648 549 50
34 353 30
340 889 99
676 572 13
525 565 5
83 963 89
366 49 55
318 558 42
403 243 23
31 605 54
476 76 31
594 672 14
771 74 76
250 296 64
556 852 87
170 78 25
367 987 60
454 482 80
425 157 40
157 950 7
919 840 43
27 55 80
595 48 63
787 634 18
140 297 94
625 105 45
480 658 79
359 945 52
461 686 79
688 121 39
367 166 33
374 252 33
268 470 13
797 176 9
597 855 77
813 636 49
730 686 3
88 753 52
693 76 22
705 592 52
340 41 31
916 106 50
2 348 84
127 644 38
894 365 90
267 171 70
784 618 24
374 741 22
829 511 100
243 497 48
465 781 77
646 967 37
74 772 44
33 604 1
964 879 68
628 376 90
90 404 86
257 204 34
193 608 46
885 926 16
738 332 58
871 402 26
224 6 66
155 595 57
472 671 41
877 458 46
95 644 17
135 954 1
68 34 3
274 421 4
851 116 62
629 474 50
341 514 40
179 213 52
294 514 3
294 407 95
336 650 33
889 42 100
880 950 34
245 601 31
482 510 55
238 40 26
649 102 11
824 236 14
471 406 6
901 691 28
602 318 87
313 303 56
882 329 23
77 802 40
836 397 85
426 810 50
844 744 44
282 48 54
625 846 48
507 695 46
242 251 78
641 850 51
984 583 40
904 641 50
190 282 75
982 162 84
748 721 55
778 979 52
712 307 57
172 793 81
724 749 69
801 743 33
693 284 17
112 3 64
261 631 4
868 351 44
180 685 53
34 148 38
661 634 18
935 386 74
97 92 46
578 456 68
986 33 84
831 325 53
322 549 96
971 352 78
751 621 88
315 617 94
815 453 30
6 15 78
71 135 96
369 564 72
214 491 89
549 460 80
330 916 18
883 136 67
564 844 9
626 434 56
821 512 72
150 927 58
527 960 39
340 547 76
982 553 37
870 921 98
816 269 88
606 747 91
942 705 58
345 165 63
806 486 27
628 416 71
536 831 82
133 748 84
789 696 77
691 671 50
558 259 8
960 492 15
789 819 74
332 889 98
604 268 51
91 408 15
142 81 4
389 132 30
596 544 6
827 149 88
944 317 97
252 381 77
617 503 99
637 256 9
673 562 41
369 467 2
288 981 70
315 676 52
192 710 41
983 694 98
761 90 26
25 992 90
398 122 44
326 390 24
540 287 23
334 901 50
420 296 96
536 9 91
167 216 15
161 670 45
790 768 54
54 764 53
636 1 3
849 889 76
918 712 43
519 866 26
888 158 90
783 250 66
694 998 90
741 801 15
255 651 21
981 893 62
827 673 98
891 549 55
153 183 48
978 57 45
871 791 49
916 27 1
583 524 82
182 1000 39
672 144 100
201 36 38
485 832 47
426 623 66
604 513 31
861 918 91
8 309 71
753 580 20
330 42 52
398 617 45
404 452 5
313 254 60
502 642 17
872 614 96
598 168 19
595 366 73
182 78 67
911 264 14
306 699 11
650 434 43
832 931 84
633 685 94
934 990 98
207 126 60
974 219 7
706 768 22
467 552 15
794 886 63
696 483 58
362 191 12
660 732 57
764 91 6
644 898 28
570 156 19
566 390 55
801 815 90
853 566 45
76 578 15
756 495 100
291 160 23
805 168 51
89 94 76
628 267 55
162 591 18
696 423 83
620 823 80
434 820 60
742 922 13
716 212 61
129 112 41
406 319 49
868 487 85
944 121 56
312 158 65
675 292 44
529 519 100
491 270 56
408 383 63
974 931 49
360 692 55
288 644 59
424 784 95
944 50 49
7 530 95
591 685 99
225 468 98
63 192 16
747 770 57
86 710 47
884 423 4
997 752 94
213 110 5
67 387 72
741 350 8
243 111 57
550 663 22
150 176 54
251 450 63
845 259 86
747 153 96
485 24 28
575 228 85
200 410 26
724 319 39
855 268 80
509 467 1
358 803 33
423 170 9
234 818 53
803 257 24
561 429 88
860 813 7
513 303 83
5 260 62
973 65 52
684 892 9
430 90 5
369 848 37
927 293 100
548 954 80
541 319 18
133 683 19
739 783 16
16 993 12
106 709 65
114 697 48
739 706 41
350 308 91
177 469 91
212 967 68
259 201 12
128 568 100
692 919 83
112 235 67
809 559 31
429 456 42
650 586 1
585 216 83
386 689 11
364 872 57
635 104 29
48 432 18
8 520 79
430 545 87
169 220 72
688 659 73
550 957 71
696 539 70
897 105 57
779 534 40
117 489 9
267 768 69
751 833 52
299 221 54
841 265 66
864 861 69
264 631 39
111 161 10
268 628 93
290 579 21
241 777 23
536 996 8
372 10 40
697 594 81
102 117 70
857 345 62
816 794 23
25 839 92
262 711 44
48 91 73
325 87 46
374 68 22
713 924 9
140 811 84
254 376 17
28 710 2
964 279 73
661 779 56
833 673 91
839 804 86
556 614 98
273 616 51
822 778 52
787 794 16
135 223 30
386 114 11
499 107 94
642 693 40
538 444 38
761 456 87
475 377 11
720 976 88
931 49 32
765 112 26
276 985 50
780 804 43
278 710 70
653 75 95
694 775 16
438 102 95
798 734 81
14 494 25
1 531 51
167 579 74
994 787 31
179 539 18
128 968 97
505 534 85
31 987 51
40 390 48
425 857 35
332 818 9
885 811 6
898 636 61
502 458 41
835 594 46
618 246 24
445 838 8
565 368 74
737 77 1
3 914 35
931 980 18
35 189 97
163 31 73
426 248 69
29 461 97
207 26 67
379 522 50
58 767 37
200 52 41
874 594 100
142 811 95
646 891 75
159 237 61
708 464 33
267 48 38
200 943 8
168 518 90
145 894 100
857 55 19
237 220 41
228 825 63
530 106 35
348 130 30
70 741 72
352 725 95
800 119 67
948 734 30
275 698 41
650 389 16
195 68 37
538 858 75
969 77 96
353 425 48
544 611 92
799 668 39
650 115 88
565 841 99
505 226 38
3 575 65
172 378 36
335 104 18
462 487 12
471 145 75
554 932 90
342 998 19
680 435 28
560 496 87
471 150 52
751 791 2
390 357 50
1 100 13
491 192 39
775 159 62
904 776 4
267 847 47
420 697 68
199 840 29
921 267 4
139 744 73
454 678 46
67 442 39
977 532 12
233 552 100
382 855 50
912 553 9
239 217 43
729 67 59
336 534 81
177 302 76
350 676 11
911 735 34
553 957 76
6 876 20
694 818 8
852 219 47
399 171 35
9 419 50
411 175 41
216 982 35
37 387 59
836 482 94
906 504 82
491 104 73
99 945 15
396 710 58
799 350 64
164 502 46
635 530 46
155 831 66
52 563 50
77 630 42
23 391 70
710 122 61
699 171 70
1 90 87
783 837 93
203 890 9
836 513 32
691 433 8
807 756 49
645 552 6
97 405 46
260 784 11
197 107 71
823 907 59
55 510 35
329 271 56
928 765 73
146 689 58
591 816 31
711 727 91
460 826 6
804 731 80
834 109 46
605 441 62
123 372 19
958 720 50
651 192 90
156 738 53
151 940 70
857 960 63
717 235 18
133 859 85
275 320 70
413 457 34
525 846 11
271 164 99
568 164 62
583 751 51
442 345 73
699 968 50
971 882 36
197 357 74
392 79 88
782 539 18
523 984 15
889 1 4
468 401 59
835 935 9
249 965 26
855 60 96
482 179 38
979 639 39
346 647 7
475 175 26
450 174 68
65 930 13
894 644 55
171 362 50
40 675 39
15 240 38
307 323 56
877 430 75
362 319 8
14 426 39
253 518 13
582 683 47
995 568 59
734 123 93
204 927 75
431 245 76
462 83 67
460 349 54
216 956 13
645 503 33
526 993 60
769 350 73
889 416 78
133 2 95
810 389 2
684 873 95
127 648 39
50 248 26
615 252 6
886 944 83
672 454 31
380 905 32
669 664 57
949 231 76
657 870 24
637 279 50
410 226 69
656 668 66
925 3 32
993 238 99
212 859 31
727 521 67
609 565 16
395 756 66
729 246 50
4 355 10
1000 442 61
552 23 99
867 604 10
194 925 43
91 670 97
457 291 18
168 293 70
424 957 53
17 735 58
177 323 76
733 807 29
418 136 9
133 882 78
312 128 62
569 93 64
852 641 82
477 244 39
567 919 97
716 700 71
543 926 77
969 557 15
285 457 31
900 944 25
887 560 26
124 579 83
842 802 69
833 19 6
307 585 7
249 839 65
124 698 73
323 871 92
472 105 53
84 833 49
238 280 14
185 130 66
71 923 31
605 589 65
392 31 11
631 403 86
624 554 77
520 415 62
272 403 28
271 456 27
367 950 11
573 89 7
198 228 87
259 44 94
572 211 61
932 312 92
122 421 81
316 47 71
485 677 85
86 91 55
190 951 90
671 569 43
837 98 20
273 468 71
672 229 93
124 409 83
174 675 15
511 436 40
320 400 1
906 695 62
394 123 90
541 153 66
112 879 27
308 593 74
843 331 30
684 29 72
441 67 49
783 642 18
768 77 62
937 52 34
865 529 49
653 903 41
345 869 48
468 749 42
848 577 15
348 541 16
243 668 76
316 942 30
636 358 41
263 879 52
134 553 23
924 519 80
645 315 4
256 284 34
580 21 84
428 255 83
635 478 6
832 150 12
220 659 1
670 133 58
4 379 19
300 709 21
852 465 43
930 167 71
402 920 19
244 914 25
677 910 79
777 566 31
434 376 24
689 617 51
160 473 8
67 66 89
224 319 81
468 958 40
237 219 57
54 345 61
438 841 3
831 17 57
356 458 64
164 538 30
372 455 8
249 460 53
484 386 38
711 169 40
937 392 96
331 649 45
889 985 15
84 562 45
104 111 35
193 594 68
354 382 34
521 295 70
983 535 45
654 896 63
296 790 69
525 694 78
378 752 8
183 486 86
98 180 82
579 907 27
765 908 88
691 359 46
892 603 62
306 861 69
431 419 26
309 434 52
376 610 40
99 348 68
402 647 99
912 894 59
61 741 87
8 591 95
503 277 96
549 593 42
252 179 13
854 52 31
559 514 66
930 403 75
552 352 20
839 496 57
572 125 67
850 256 36
933 664 86
407 758 96
39 366 45
484 371 68
633 286 56
977 956 47
51 123 92
635 511 86
326 535 4
397 623 39
551 211 88
800 384 47
362 751 32
656 361 29
858 274 69
742 710 2
517 423 44
184 425 96
863 600 77
539 186 46
393 360 53
51 432 66
129 981 16
15 721 55
160 152 52
875 396 12
633 205 62
500 270 97
894 143 34
976 181 68
210 44 39
89 573 50
791 718 1
210 124 35
70 118 1
835 443 24
587 772 72
546 643 52
417 271 23
250 810 12
102 637 16
828 919 81
644 569 19
596 24 33
451 113 54
899 906 1
237 600 9
698 663 48
728 837 2
449 197 55
379 278 59
397 192 89
453 833 97
769 249 81
534 859 88
115 609 80
365 870 84
947 198 25
507 357 72
962 151 59
631 43 74
315 213 5
910 360 7
216 389 64
933 132 23
807 176 13
976 618 75
711 99 22
891 830 76
964 729 7
193 982 1
193 210 83
676 634 2
60 279 31
104 267 35
148 156 94
429 532 91
877 916 6
781 880 7
116 193 88
245 961 12
153 27 18
752 983 75
937 524 37
52 362 13
70 927 83
891 850 69
292 421 17
735 161 4
753 558 36
867 719 45
402 104 64
190 406 28
781 308 60
924 628 30
245 780 85
220 908 49
930 708 37
371 46 94
10 823 66
644 710 21
99 592 60
798 916 100
796 108 57
397 209 11
896 194 71
38 211 75
516 623 95
820 806 4
892 115 99
821 847 86
786 584 37
120 958 68
317 744 37
251 717 27
579 267 10
227 81 31
414 532 25
779 455 51
536 593 67
291 187 88
627 591 95
331 365 47
104 880 86
783 813 51
456 838 58
745 341 61
322 134 89
158 132 18
958 92 2
201 343 1
426 43 38
404 801 43
651 646 86
428 487 79
231 653 94
909 686 53
141 996 7
75 615 95
54 717 59
340 489 13
611 227 37
130 344 31
390 447 23
485 736 25
632 239 8
936 382 26
32 488 3
901 928 87
926 93 70
826 238 33
569 825 65
923 778 4
666 478 4
984 557 59
199 472 14
351 267 80
954 207 99
584 750 67
276 622 40
121 616 3
128 861 89
672 655 10
731 259 8
788 764 22
57 870 9
911 753 76
654 335 56
465 958 39
999 602 76
331 978 38
360 650 52
271 571 14
382 104 79
334 305 90
149 667 6
480 876 56
271 109 39
610 741 71
555 295 61
935 756 59
632 966 39
93 786 72
676 808 51
572 794 37
781 158 4
502 562 18
323 118 95
554 942 8
509 595 61
925 412 1
151 873 14
607 539 6
907 195 79
241 964 24
968 156 44
690 441 97
479 547 54
948 62 19
476 742 32
907 764 58
649 288 34
938 776 58
662 435 22
572 54 6
122 326 53
439 516 29
203 57 59
782 821 61
943 230 20
457 484 23
268 369 65
290 843 46
759 152 35
22 75 81
963 862 58
358 500 95
449 344 34
416 188 83
763 33 92
559 470 86
13 203 90
968 91 12
270 241 5
12 657 66
475 801 10
797 985 44
370 573 53
731 859 72
246 764 9
703 56 31
489 445 60
616 153 54
603 453 62
611 107 83
157 647 63
249 361 60
368 909 95
772 658 72
448 176 5
897 868 48
41 614 36
645 380 18
689 267 50
927 168 90
204 804 51
897 286 55
514 394 16
266 243 89
764 515 4
755 409 14
383 47 99
283 652 82
779 942 39
304 264 8
296 655 92
15 667 99
417 313 58
39 455 34
671 580 38
560 729 19
745 716 38
450 311 52
933 692 80
479 673 77
84 582 70
355 711 25
990 770 11
201 773 35
94 825 62
284 581 15
573 416 31
651 853 66
901 647 15
299 618 38
865 662 86
83 266 77
800 817 91
2 877 13
279 675 21
780 120 18
588 320 69
368 270 14
113 390 100
518 89 52
171 26 3
574 635 28
315 424 65
648 334 70
942 147 99
721 368 18
126 778 80
218 473 96
810 821 25
528 688 35
277 294 94
324 757 30
687 861 50
122 865 9
4 611 67
989 526 63
676 612 55
463 476 35
48 961 63
769 509 33
70 479 81
840 883 19
241 678 37
66 99 43
40 60 16
229 259 40
348 932 95
81 103 26
221 825 95
570 881 37
21 120 94
266 297 24
921 947 67
173 210 95
882 241 34
514 318 71
583 72 17
568 418 30
66 34 31
766 814 79
844 401 70
158 455 68
307 301 86
473 905 72
633 232 10
86 151 18
691 854 18
985 744 91
278 442 45
793 732 56
301 16 96
134 295 31
778 57 21
480 121 96
85 767 14
553 336 32
431 785 57
549 325 79
639 721 77
493 531 100
603 332 44
701 253 55
433 675 38
301 217 99
362 596 90
393 407 81
448 349 2
682 998 98
848 661 56
103 305 80
792 914 34
990 238 91
707 437 50
97 584 47
965 600 97
130 208 19
909 994 62
328 780 85
62 215 14
161 752 88
760 166 76
885 73 2
960 864 46
399 688 49
923 89 53
125 474 53
328 772 31
202 934 53
321 43 39
224 503 9
498 703 72
643 608 2
505 804 10
630 374 50
567 409 52
769 563 68
329 866 21
141 214 10
843 264 17
91 731 38
140 431 92
546 79 16
875 781 94
488 60 36
147 285 77
947 134 81
213 712 74
788 287 58
281 631 2
206 85 46
89 440 12
303 389 25
281 927 45
918 542 18
680 700 44
646 899 36
405 217 24
39 155 10
323 247 38
547 439 66
409 413 84
931 82 26
88 187 87
725 869 55
48 73 24
939 679 75
4 708 76
410 441 23
775 197 71
638 127 68
26 408 93
49 489 29
862 930 80
984 110 79
175 948 34
201 964 74
833 86 92
113 787 5
243 713 79
327 939 14
403 180 52
329 954 84
454 157 82
718 578 20
503 386 10
777 5 54
276 270 26
295 75 54
44 939 7
981 214 71
199 736 41
656 720 76
491 187 44
165 380 53
840 215 54
745 435 45
591 369 69
162 873 61
521 464 18
154 12 9
401 182 78
988 806 18
979 162 77
713 654 15
358 245 22
954 634 37
254 50 78
144 695 98
311 572 74
955 933 67
139 131 40
44 914 26
28 263 72
754 948 7
434 460 83
737 986 4
29 45 60
678 713 37
537 706 72
321 830 59
821 674 3
326 66 84
58 830 100
12 931 72
364 980 63
907 828 93
303 474 64
346 875 6
48 858 35
671 91 8
628 820 94
692 912 55
633 567 53
699 687 67
113 500 76
969 324 42
143 244 50
46 342 75
860 274 76
468 761 24
881 684 50
473 729 87
119 48 58
292 888 6
460 266 98
927 677 61
139 663 46
524 73 14
85 141 82
745 879 56
688 53 2
985 502 23
12 756 67
991 28 15
520 99 63
11 52 68
70 93 34
171 299 72
888 85 66
795 471 69
743 640 12
391 721 41
578 210 61
84 113 52
457 594 95
350 576 84
657 163 52
629 679 62
612 820 69
376 492 58
962 472 70
466 512 89
739 385 68
534 147 81
988 253 45
578 778 99
536 607 81
557 711 52
908 979 8
796 683 41
660 750 62
375 554 81
632 635 87
636 609 46
990 549 12
68 806 1
573 413 81
642 975 52
374 746 10
376 591 76
615 94 42
818 957 73
470 632 76
621 719 71
917 168 78
134 826 56
334 955 12
241 573 56
879 299 82
480 353 71
73 480 75
938 361 86
549 888 11
725 685 44
296 649 56
374 480 10
405 622 90
804 339 3
482 956 38
895 919 38
721 325 35
532 371 70
822 43 19
850 143 70
235 287 81
387 554 88
190 79 6
344 285 58
734 398 46
44 7 94
552 351 94
669 716 56
338 633 77
497 384 88
275 421 45
270 320 60
499 968 86
927 640 24
876 72 24
512 57 35
414 6 35
71 735 85
827 444 48
827 185 71
370 694 64
233 287 58
182 158 82
724 491 44
368 958 59
692 15 55
953 972 28
362 369 8
126 599 46
56 430 36
63 370 94
280 105 10
237 934 7
197 69 6
721 616 88
976 173 46
381 124 59
525 433 27
145 143 54
824 636 32
243 561 39
589 788 13
762 43 73
606 570 10
223 951 16
426 551 76
863 579 88
559 360 85
475 259 65
566 150 68
494 309 51
965 536 89
347 254 19
210 376 42
840 69 43
958 928 17
630 41 40
71 666 31
991 876 57
497 153 89
271 639 78
229 823 72
659 165 33
27 732 90
772 923 48
757 78 34
378 83 11
615 706 9
984 258 51
578 304 5
171 71 54
812 158 5
278 531 67
674 117 64
894 823 32
760 39 6
788 490 68
795 178 75
675 497 62
498 486 75
930 484 33
441 833 52
148 397 33
37 602 23
158 364 8
85 109 17
481 745 26
887 332 29
86 948 3
952 368 64
448 183 79
569 603 67
809 399 66
670 579 18
590 505 66
56 469 32
82 467 81
358 234 17
21 477 83
322 991 54
738 515 59
829 697 36
138 467 70
141 363 18
561 818 47
587 375 93
403 428 35
49 437 4
705 387 75
190 174 62
707 774 56
517 929 23
558 173 2
788 796 65
595 794 29
6 546 74
238 924 65
197 457 51
342 552 50
987 298 78
802 114 95
165 909 40
856 728 58
733 187 8
847 701 59
375 166 21
883 842 68
828 952 35
860 249 3
821 635 59
767 176 32
820 930 70
911 573 26
869 200 11
796 607 62
631 857 91
462 915 34
158 327 11
262 174 70
228 334 32
431 760 68
272 222 56
77 46 1
164 826 52
364 859 90
626 259 96
559 8 73
460 718 90
896 403 29
646 601 47
68 324 77
166 703 58
831 192 4
264 950 88
773 611 100
900 139 53
280 675 30
993 295 27
485 82 64
982 407 16
595 330 93
538 958 9
195 691 60
651 809 87
804 183 63
302 908 37
921 201 47
941 287 92
114 65 97
493 559 21
131 164 76
372 528 86
788 68 1
99 111 75
176 466 32
713 954 71
659 313 47
492 345 83
446 155 1
37 521 41
917 490 3
308 382 80
680 594 77
166 822 73
87 642 34
579 940 10
647 687 53
938 183 51
39 2 2
405 640 89
178 377 93
116 921 77
310 175 42
344 886 94
651 560 38
317 407 67
558 70 56
590 334 63
327 81 92
429 309 43
900 970 95
897 876 48
618 146 46
959 486 51
891 421 24
558 571 54
357 381 95
946 478 71
659 731 95
530 782 32
269 241 75
436 261 70
398 518 6
769 404 57
554 419 39
355 217 61
974 826 75
277 838 50
481 203 79
164 254 7
54 753 4
627 111 32
702 667 26
293 821 76
435 497 61
953 48 47
177 514 91
646 950 8
581 305 13
731 62 49
196 774 79
313 860 8
903 236 89
564 329 77
959 344 38
883 716 92
167 941 66
985 379 84
344 737 81
852 513 100
684 385 46
225 730 71
834 673 51
345 392 18
611 531 95
185 812 56
553 536 7
50 179 98
876 537 37
972 725 35
959 189 53
534 579 96
935 829 2
998 327 92
95 995 23
587 343 2
942 38 59
609 238 46
875 956 8
386 404 49
14 60 30
529 301 63
956 405 86
55 952 75
991 35 50
673 706 48
461 113 21
278 407 80
741 424 43
840 594 49
349 873 92
138 809 47
873 440 16
54 578 54
575 400 30
4 592 79
819 400 78
929 641 84
227 473 64
622 542 40
849 843 51
427 453 16
11 741 63
974 407 89
454 204 72
737 775 2
548 819 47
572 380 57
971 565 85
632 468 10
415 894 79
687 348 57
202 826 38
451 617 89
416 985 24
448 189 83
848 435 44
283 459 71
660 567 82
284 815 25
322 943 25
218 327 81
306 950 19
888 340 92
774 795 76
834 43 29
652 384 80
941 242 19
404 629 80
300 546 96
411 207 41
722 870 38
27 200 19
662 60 26
122 82 63
34 800 71
844 202 84
873 40 22
572 776 62
125 24 28
20 956 32
521 895 54
824 504 70
665 915 68
271 156 100
363 456 98
668 467 36
979 730 11
214 143 36
967 858 6
868 522 30
98 51 67
569 528 9
383 936 66
872 808 93
686 111 62
845 512 63
43 689 83
109 715 78
993 873 7
666 458 80
361 898 39
410 403 84
738 287 23
624 77 13
548 189 71
12 454 36
809 360 22
695 239 14
168 960 30
820 851 81
918 802 98
936 686 80
558 513 59
768 891 75
534 524 63
308 9 69
629 144 80
59 79 17
992 541 61
210 82 69
927 942 72
213 581 84
74 625 9
716 362 69
41 373 45
904 528 71
622 491 81
949 590 39
831 911 27
485 339 42
945 956 70
136 615 19
754 715 14
774 274 18
250 898 51
331 881 56
7 561 44
77 581 90
466 813 29
810 852 96
918 38 20
2 873 3
525 67 82
320 95 18
787 147 28
267 797 4
92 725 28
183 47 69
517 608 77
